Id,MPEG-1,MPEG-2,MPEG-4,QuickTime,RealMedia,Year,Genre,Keywords,Duration,Color,Sound,Amount of Motion,Language,Sponsor,Contributing Organization,Transcript Available,Digitization Date,Digitizing Organization
4565,http://www.ibiblio.org/openvideo/video/chi/chi95_10.mpg,http://www.ibiblio.org/openvideo/video/chi/chi95_10_m2.mpg,http://www.ibiblio.org/openvideo/video/chi/chi95_10_m4.mp4,,,1995,Educational,Ariel; Paper; Drawings; CHI;,00:11:14,Yes,Yes,Low,English,N/A,Assocation for Computing Machinery (ACM),No,1995,"University of North Carolina at Chapel Hill, Interaction Design Lab"
4564,http://www.ibiblio.org/openvideo/video/chi/chi95_9.mpg,http://www.ibiblio.org/openvideo/video/chi/chi95_09_m2.mpg,http://www.ibiblio.org/openvideo/video/chi/chi95_09_m4.mp4,,,1995,Educational,Overview; Management; Desktop; CHI;,00:09:39,Yes,Yes,Low,English,N/A,Assocation for Computing Machinery (ACM),No,1995,"University of North Carolina at Chapel Hill, Interaction Design Lab"
4563,http://www.ibiblio.org/openvideo/video/chi/chi95_5.mpg,http://www.ibiblio.org/openvideo/video/chi/chi95_05_m2.mpg,http://www.ibiblio.org/openvideo/video/chi/chi95_05_m4.mp4,,,1995,Educational,Taxonomy; CHI; Video; See-Through; user interface; transparent; multi-hand; lens; viewing filter; button; menu; control panel; macro,00:08:31,Yes,Yes,Low,English,N/A,Assocation for Computing Machinery (ACM),No,1995,"University of North Carolina at Chapel Hill, Interaction Design Lab"
6109,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg1/NASARFTF-CompositeAndTestingQuestions.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg2/NASARFTF-CompositeAndTestingQuestions.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg4/NASARFTF-CompositeAndTestingQuestions.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/qt/NASARFTF-CompositeAndTestingQuestions.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/real/NASARFTF-CompositeAndTestingQuestions.ram,2004,Educational,NASA Connect; Composite Materials; Space Vehicles; Panel of Experts; X-33; X-34; Unpiloted Test Vehicles;,00:04:46,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6110,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg1/NASARFTF-CommpositeMaterialExperiment.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg2/NASARFTF-CommpositeMaterialExperiment.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg4/NASARFTF-CommpositeMaterialExperiment.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/qt/NASARFTF-CompositeMaterialExperiment.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/real/NASARFTF-CommpositeMaterialExperiment.ram,2004,Educational,NASA Connect; Experiment; Students Activity; Strength; Deflection; Composite Material; Reinforcement; Polymer; Fiber; Stress Cracks; Maximum Deflection;,00:06:49,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6108,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg1/NASAConnect-RecipesForTheFuture.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg2/NASAConnect-RecipesForTheFuture.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/mpeg4/NASAConnect-RecipesForTheFuture.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/qt/NASAConnect-RecipesForTheFuture.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RecipesForTheFuture/real/NASAConnect-RecipesForTheFuture.ram,2004,Educational,NASA Connect; Composite Material; Chemistry; Scientific Process; Testing; Experimentation; Polymer; Fiber; Space Vehicles; Panel of Experts; X-33; X-34; Unpiloted Test Vehicles; Experiment; Students Activity; Strength; Deflection; Reinforcement; Stress Cracks; Maximum Deflection; Processes; Lightweight material; Testing New Material; Room Temperature; Extreme Temperature; Durability; Chemical Change; Physical Change; New Materials; Recipes;,00:28:15,Yes,Yes,Low,English,NASA,NASA,Yes,2004,Open Video
6106,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg1/NASAPW-SurfaceConditions Experiment.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg2/NASAPW-SurfaceConditions Experiment.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg4/NASAPW-SurfaceConditions Experiment.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/qt/NASAPW-SurfaceConditions Experiment.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/real/NASAPW-SurfaceConditions Experiment.ram,2004,Educational,NASA Connect; Student Activity; Friction Coefficient; Ice; Research;,00:06:15,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6107,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg1/NASAPW-WeatherAndAviation.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg2/NASAPW-WeatherAndAviation.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg4/NASAPW-WeatherAndAviation.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/qt/NASAPW-WeatherAndAviation.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/real/NASAPW-WeatherAndAviation.ram,2004,Educational,NASA Connect; Meteorology; Weather Channel; Aviation Safety; Pilot;,00:04:37,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6104,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg1/NASAPW-IcyResearch.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg2/NASAPW-IcyResearch.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg4/NASAPW-IcyResearch.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/qt/NASAPW-IcyResearch.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/real/NASAPW-IcyResearch.ram,2004,Educational,NASA Connect; Icy runways; Aircraft; Research; Icing;,00:03:49,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6105,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg1/NASAPW-Meteorology.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg2/NASAPW-Meteorology.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg4/NASAPW-Meteorology.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/qt/NASAPW-Meteorology.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/real/NASAPW-Meteorology.ram,2004,Educational,NASA Connect; Weather; Aviation Safety; Satellites; Forecasts; Meteorology; National Airspace System;,00:07:09,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6103,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg1/NASAPW-IceAndAircraft.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg2/NASAPW-IceAndAircraft.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg4/NASAPW-IceAndAircraft.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/qt/NASAPW-IceAndAircraft.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/real/NASAPW-IceAndAircraft.ram,2004,Educational,NASA Connect; Meteorology; Aircraft; Wind Tunnels; Icing;,00:03:32,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6100,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAMMOU-NextGenerationTelescope.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAMMOU-NextGenerationTelescope.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAMMOU-NextGenerationTelescope.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAMMOU-NextGenerationTelescope.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAMMOU-NextGenerationTelescope.ram,2004,Educational,NASA Connect; Hubble; Next Generation Telescope; Radiation; Polymers; Optics;,00:04:26,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6101,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAMMOU-OpticsAndAlgebra.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAMMOU-OpticsAndAlgebra.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAMMOU-OpticsAndAlgebra.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAMMOU-OpticsAndAlgebra.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAMMOU-OpticsAndAlgebra.ram,2004,Educational,NASA Connect; Optics; Telescope; Reflector telescope; Algebra;,00:03:01,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6102,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg1/NASAConnect-PlaneWeather.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg2/NASAConnect-PlaneWeather.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/mpeg4/NASAConnect-PlaneWeather.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/qt/NASAConnect-PlaneWeather.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-PlaneWeather/real/NASAConnect-PlaneWeather.ram,2004,Educational,NASA Connect; Meteorology; Aircraft; Weather; Aviation; Precipitation; Wind Tunnels; Icing; Icy runways; Research;  Aviation Safety; Satellites; Forecasts; National Airspace System; Student Activity; Friction Coefficient; Ice; Weather Channel; Pilot;,00:29:20,Yes,Yes,Low,English,NASA,NASA,Yes,2004,Open Video
6098,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAMMOU-GalaxyEstimationProject.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAMMOU-GalaxyEstimationProject.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAMMOU-GalaxyEstimationProject.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAMMOU-GalaxyEstimationProject.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAMMOU-GalaxyEstimationProject.ram,2004,Educational,NASA Connect; Hubble Space Telescope; Experiment; Galaxy; Internet; Student Activity; Universe;,00:04:10,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6099,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAMMOU-HubbleTelescopeUsesAlgebra.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAMMOU-HubbleTelescopeUsesAlgebra.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAMMOU-HubbleTelescopeUsesAlgebra.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAMMOU-HubbleTelescopeUsesAlgebra.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAMMOU-HubbleTelescopeUsesAlgebra.ram,2004,Educational,NASA Connect; Hubble; Optics; Algebra; Telescope;,00:03:41,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6097,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAMMOU-ExpandingUniverseActivity.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAMMOU-ExpandingUniverseActivity.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAMMOU-ExpandingUniverseActivity.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAMMOU-ExpandingUniverseActivity.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAMMOU-ExpandingUniverseActivity.ram,2004,Educational,NASA Connect; Student Activity; Models; Graphs; Data; Universe; Galaxy;,00:05:14,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6095,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAConnect-MirrorMirrorOnTheUniverse.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAConnect-MirrorMirrorOnTheUniverse.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAConnect-MirrorMirrorOnTheUniverse.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAConnect-MirrorMirrorOnTheUniverse.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAConnect-MirrorMirrorOnTheUniverse.ram,2004,Educational,NASA Connect; Algebra; Telescopes; Galaxy; Hubble; Optics; Universe; Mirrors; Light;,00:28:30,Yes,Yes,Low,English,NASA,NASA,Yes,2004,Open Video
6096,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg1/NASAMMOU-AlgebraAndTelescopes.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg2/NASAMMOU-AlgebraAndTelescopes.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/mpeg4/NASAMMOU-AlgebraAndTelescopes.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/qt/NASAMMOU-AlgebraAndTelescopes.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MirrorMirrorOnTheUniverse/real/NASAMMOU-AlgebraAndTelescopes.ram,2004,Educational,NASA Connect; Galileo; Optics; Telescopes; Algebra; Galaxy;,00:05:01,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6093,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg1/NASASF-NASAAirportSimulator.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg2/NASASF-NASAAirportSimulator.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg4/NASASF-NASAAirportSimulator.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/qt/NASASF-NASAAirportSimulator.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/real/NASASF-NASAAirportSimulator.ram,2004,Educational,NASA Connect; Airports; NASA Program; Aviation Safety; Runways;,00:08:20,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6094,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg1/NASASF-NASAAviationSafetyProgram.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg2/NASASF-NASAAviationSafetyProgram.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg4/NASASF-NASAAviationSafetyProgram.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/qt/NASASF-NASAAviationSafetyProgram.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/real/NASASF-NASAAviationSafetyProgram.ram,2004,Educational,NASA Connect; Aviation Safety; NASA Research; Technology; Math; Science;,00:06:14,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6092,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg1/NASASF-InTheSafetyZoneActivity.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg2/NASASF-InTheSafetyZoneActivity.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg4/NASASF-InTheSafetyZoneActivity.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/qt/NASASF-InTheSafetyZoneActivity.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/real/NASASF-InTheSafetyZoneActivity.ram,2004,Educational,NASA Connect; Student Activity; Air Traffic Control; Graphs; Measurement; Calculation; Aviation; Ratios;,00:03:33,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6090,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg1/NASASF-AviationSafety.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg2/NASASF-AviationSafety.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg4/NASASF-AviationSafety.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/qt/NASASF-AviationSafety.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/real/NASASF-AviationSafety.ram,2004,Educational,NASA Connect; Federal Aviation Administration; Airports; Regulations; Aviation Safety; Aircraft;,00:02:46,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6091,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg1/NASASF-GateToGateCD.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg2/NASASF-GateToGateCD.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg4/NASASF-GateToGateCD.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/qt/NASASF-GateToGateCD.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/real/NASASF-GateToGateCD.ram,2004,Educational,NASA Connect; Interactivity; Student Activity; Air Traffic Control; Aviation;,00:02:00,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6088,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg1/NASAGoE-PythagorasTheoremAndEllipses.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg2/NASAGoE-PythagorasTheoremAndEllipses.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg4/NASAGoE-PythagorasTheoremAndEllipses.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/qt/NASAGoE-PythagorasTheoremAndEllipses.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/real/NASAGoE-PythagorasTheorem.ram,2004,Educational,NASA Connect; Pythagoras; Pythagoras Theorem; Ellipses; Geometry; Right Triangle; Hypotenuse;,00:08:32,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6089,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg1/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg2/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/mpeg4/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/qt/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst/real/NASAConnect-MeasurementRatiosAndGraphing-SafetyFirst.ram,2004,Educational,NASA Connect; Graphs; Measurment; Ratios; Airports; Aviation Safety; Simulator; Student Activity; Federal Aviation Administration; Regulations; Aircraft;  Interactivity; Air Traffic Control; Aviation; Calculation; NASA Program; Runways; NASA Research; Technology; Math; Science;,00:28:30,Yes,Yes,Low,English,NASA,NASA,Yes,2004,Open Video
6087,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg1/NASAGoE-NavigationToMarsAndMoreEllipses.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg2/NASAGoE-NavigationToMarsAndMoreEllipses.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg4/NASAGoE-NavigationToMarsAndMoreEllipses.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/qt/NASAGoE-NavigationToMarsAndMoreEllipses.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/real/NASAGoE-NavigationToMarsAndMoreEllipses.ram,2004,Educational,NASA Connect; Navigation to Mars; Spacecraft; NASA Viking Mission; Ellipses; Geometry in Navigation;,00:03:03,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6084,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg1/NASAGoE-GeometryMarsMicroprobeAndMoreWaterOnMars.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg2/NASAGoE-GeometryMarsMicroprobeAndMoreWaterOnMars.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg4/NASAGoE-GeometryMarsMicroprobeAndMoreWaterOnMars.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/qt/NASAGoE-GeometryMarsMicroprobeAndMoreWaterOnMars.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/real/NASAGoE-GeometryMarsMicroprobeAndMoreWaterOnMars.ram,2004,Educational,NASA Connect; Geometry; Mars Microprobe; Mars Navigation;,00:03:06,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6085,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg1/NASAGoE-MarsExplorationAndWater.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg2/NASAGoE-MarsExplorationAndWater.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg4/NASAGoE-MarsExplorationAndWater.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/qt/NASAGoE-MarsExplorationAndWater.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/real/NASAGoE-MarsExplorationAndWater.ram,2004,Educational,NASA Connect; Ellipses; calculate; Orbits; Student Activity; Johannes Kepler; Water;,00:01:04,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6086,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg1/NASAGoE-MarsMilleniumProject.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg2/NASAGoE-MarsMilleniumProject.mpg,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/mpeg4/NASAGoE-MarsMilleniumProject.mp4,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/qt/NASAGoE-MarsMilleniumProject.mov,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GeometryOfExploration-WaterBelowTheSurfaceOfMars/real/NASAGoE-MarsMilleniumProject.ram,2004,Educational,NASA Connect; Mars Millenium Project; NASA Online Activity; Life On Mars;,00:02:43,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
