video_id,title,description,genre,keywords,duration,popularity,video_url,image_path
6447,NASAKSN - Mars Records,NASAKSN - Mars Records  (2003) NASA Kids Science News segment explaining how Mars breaks records.,Educational,NASA Kids Science News; Planet; Mars; Mt. Everest; Olympus; Valles Marineris; Canyon; Records; Kilometer; Grand Canyon;,00:00:58,1176,https://open-video.org/details.php?videoid=6447,./results_files/NASAKSN-MarsRecords_00946.gif
6448,NASAKSN - Mars Rovers,NASAKSN - Mars Rovers  (2003) NASA Kids Science News segment explaining what the Mars Rover is and what it did.,Educational,NASA Kids Science News; Mars; Radio Waves; Pathfinder; Remote Control; Robot; Sojourner; Satellites; Rovers;,00:00:58,1726,https://open-video.org/details.php?videoid=6448,./results_files/NASAKSN-MarsRovers_00565.gif
6449,NASAKSN - Medical Benefits,NASAKSN - Medical Benefits  (2003) NASA Kids Science News segment explaining the medical care of astronauts.,Educational,NASA Kids Science News; Astronauts; Blood Pressure; Eye Surgery; Medicine; Medical Equipement; Ear Thermometers; Arteries; Doctors; Scientists; Space Medicine Research;,00:00:58,1956,https://open-video.org/details.php?videoid=6449,./results_files/NASAKSN-MedicalBenefits_01501.gif
6450,NASAKSN - Nanotechnology,NASAKSN - Nanotechnology  (2003) NASA Kids Science News segment explaining what nanotechnology does.,Educational,NASA Kids Science News; Nano; Nanotechnology; Billionth; Nanometer;  Computers; Technology; Nanorobots; Scientists; Ozone Layer; Nano Technology; Cancer; Cells;,00:00:58,2743,https://open-video.org/details.php?videoid=6450,./results_files/NASAKSN-Nanotechnology_00616.gif
6451,NASAKSN - Negative Numbers,NASAKSN - Negative Numbers  (2003) NASA Kids Science News segment explaining how negative numbers work.,Educational,NASA Kids Science News; Negative Numbers; Number Line; Thermometer; Subtraction; Minus; Zero; Less Than;,00:00:58,1530,https://open-video.org/details.php?videoid=6451,./results_files/NASAKSN-NegativeNumbers_01501.gif
6452,NASAKSN - Plants In Space,NASAKSN - Plants In Space  (2003) NASA Kids Science News segment explaining how plants grow in space.,Educational,NASA Kids Science News; Plants; Earth; Grow; Space; Gravity; Zero-Gravity; Light; Experiments; NASA; Scientists; Carbon Dioxide; Food; Purify; Oxygen;,00:00:58,1525,https://open-video.org/details.php?videoid=6452,./results_files/NASAKSN-PlantsInSpace_01291.gif
6453,NASAKSN - Sand Research,NASAKSN - Sand Research  (2003) NASA Kids Science News segment explaining why astronauts study sand in space.,Educational,NASA Kids Science News; Sand; Space; Astronauts; Particles; Ground; Quick Sand; Liquefaction; Studying; Gravity; Earthquake;,00:00:58,1254,https://open-video.org/details.php?videoid=6453,./results_files/NASAKSN-SandResearch_01141.gif
6454,NASAKSN - Space Flight Physical Changes,NASAKSN - Space Flight Physical Changes  (2003) NASA Kids Science News segment explaining how astronauts' bodies change in space.,Educational,NASA Kids Science News; Astronauts; Physical Changes; Body Fluids; Bones; Spine; Grow; Exercise; Heart; Muscles; Body;,00:00:58,1678,https://open-video.org/details.php?videoid=6454,./results_files/NASAKSN-SpaceFlightPhysicalChanges_00755.gif
6455,NASAKSN - The Internet,NASAKSN - The Internet  (2003) NASA Kids Science News segment explaining how the internet works.,Educational,NASA Kids Science News; Server; Computer; Internet; Pages; Website; Address; KSNN; Link; Computer Mouse; Packet; Electrical Signal; Information;,00:00:58,2256,https://open-video.org/details.php?videoid=6455,./results_files/NASAKSN-TheInternet_00386.gif
6456,NASAKSN - The Zero,NASAKSN - The Zero  (2003) NASA Kids Science News segment explaining the zero and how it works.,Educational,NASA Kids Science News; Mathmetician; Zero; Mayans; Negative Numbers; Multiply; Addition; Indian; Numbers; Symbols;,00:00:58,1430,https://open-video.org/details.php?videoid=6456,./results_files/NASAKSN-TheZero_00451.gif
6457,NASAKSN - Time Zones,NASAKSN - Time Zones  (2003) NASA Kids Science News segment explaining time zones and how they work.,Educational,NASA Kids Science News; Time Zones; Earth; Sphere; 360 Degrees; Longitude; 24 Hours; Sun; Noon;,00:00:58,2236,https://open-video.org/details.php?videoid=6457,./results_files/NASAKSN-TimeZones_00631.gif
6458,NASAKSN - Water In Space,NASAKSN - Water In Space  (2003) NASA Kids Science News segment explaining how water works in space.,Educational,NASA Kids Science News; Water Cycle; Space; Water Supply; Recycle; Astronauts; Nature; Earth; Rain; Evaporation;,00:00:58,2696,https://open-video.org/details.php?videoid=6458,./results_files/NASAKSN-WaterInSpace_00631.gif
